|6.6.6
primRef_1.tab
           2
T(K)    
   300.00000000000000     
   31.623076923076923     
          118
P(bar)  
   1.0000000000000000     
   11965.794871794871     
          118
           6
T(K)           P(bar)         mode           rho,kg/m3      Ks,bar         Gs,bar        
1.185450000000000045e+03 7.059830000000000000e+05 1.786200000000000000e+10 5.155850000000000364e+03 5.129760000000000000e+06 2.395550000000000000e+06
1.217069999999999936e+03 7.059830000000000000e+05 1.803990000000000000e+10 5.153359999999999673e+03 5.124730000000000000e+06 2.389600000000000000e+06
1.248690000000000055e+03 7.059830000000000000e+05 1.821820000000000000e+10 5.150859999999999673e+03 5.119690000000000000e+06 2.383630000000000000e+06
1.280319999999999936e+03 7.059830000000000000e+05 1.839690000000000000e+10 5.148350000000000364e+03 5.114640000000000000e+06 2.377650000000000000e+06
1.311940000000000055e+03 7.059830000000000000e+05 1.857580000000000000e+10 5.145829999999999927e+03 5.109570000000000000e+06 2.371640000000000000e+06
1.343559999999999945e+03 7.059830000000000000e+05 1.875510000000000000e+10 5.143310000000000400e+03 5.104480000000000000e+06 2.365620000000000000e+06
1.375180000000000064e+03 7.059830000000000000e+05 1.893460000000000000e+10 5.140779999999999745e+03 5.099400000000000000e+06 2.359590000000000000e+06
1.406809999999999945e+03 7.059830000000000000e+05 1.911430000000000000e+10 5.138239999999999782e+03 5.094290000000000000e+06 2.353540000000000000e+06
1.438430000000000064e+03 7.059830000000000000e+05 1.929430000000000000e+10 5.135689999999999600e+03 5.089180000000000000e+06 2.347470000000000000e+06
1.470049999999999955e+03 7.059830000000000000e+05 1.947440000000000000e+10 5.133140000000000327e+03 5.084060000000000000e+06 2.341390000000000000e+06
1.501680000000000064e+03 7.059830000000000000e+05 1.965480000000000000e+10 5.130579999999999927e+03 5.078920000000000000e+06 2.335300000000000000e+06
1.533299999999999955e+03 7.059830000000000000e+05 1.983530000000000000e+10 5.128020000000000437e+03 5.073780000000000000e+06 2.329190000000000000e+06
1.564930000000000064e+03 7.059830000000000000e+05 2.001600000000000000e+10 5.125439999999999600e+03 5.068630000000000000e+06 2.323080000000000000e+06
1.596549999999999955e+03 7.059830000000000000e+05 2.019680000000000000e+10 5.122869999999999891e+03 5.063470000000000000e+06 2.316950000000000000e+06
1.628180000000000064e+03 7.059830000000000000e+05 2.037770000000000000e+10 5.120289999999999964e+03 5.058300000000000000e+06 2.310800000000000000e+06
1.659799999999999955e+03 7.059830000000000000e+05 2.055880000000000000e+10 5.117699999999999818e+03 5.053120000000000000e+06 2.304650000000000000e+06
1.691430000000000064e+03 7.059830000000000000e+05 2.074000000000000000e+10 5.115100000000000364e+03 5.047940000000000000e+06 2.298480000000000000e+06
1.723049999999999955e+03 7.059830000000000000e+05 2.092130000000000000e+10 5.112510000000000218e+03 5.042740000000000000e+06 2.292310000000000000e+06
1.754680000000000064e+03 7.059830000000000000e+05 2.110260000000000000e+10 5.109899999999999636e+03 5.037540000000000000e+06 2.286120000000000000e+06
1.786309999999999945e+03 7.059830000000000000e+05 2.128410000000000000e+10 5.107289999999999964e+03 5.032340000000000000e+06 2.279930000000000000e+06
1.817930000000000064e+03 7.059830000000000000e+05 2.146560000000000000e+10 5.104680000000000291e+03 5.027120000000000000e+06 2.273720000000000000e+06
1.849559999999999945e+03 7.059830000000000000e+05 2.164720000000000000e+10 5.102060000000000400e+03 5.021900000000000000e+06 2.267500000000000000e+06
1.881180000000000064e+03 7.059830000000000000e+05 2.182880000000000000e+10 5.099430000000000291e+03 5.016680000000000000e+06 2.261280000000000000e+06
1.912809999999999945e+03 7.059830000000000000e+05 2.201050000000000000e+10 5.096810000000000400e+03 5.011440000000000000e+06 2.255040000000000000e+06
1.944430000000000064e+03 7.059830000000000000e+05 2.219230000000000000e+10 5.094170000000000073e+03 5.006200000000000000e+06 2.248790000000000000e+06
1.976059999999999945e+03 7.059830000000000000e+05 2.237410000000000000e+10 5.091529999999999745e+03 5.000960000000000000e+06 2.242540000000000000e+06
2.007680000000000064e+03 7.059830000000000000e+05 2.255590000000000000e+10 5.088890000000000327e+03 4.995710000000000000e+06 2.236280000000000000e+06
2.039309999999999945e+03 7.059830000000000000e+05 2.273770000000000000e+10 5.086239999999999782e+03 4.990450000000000000e+06 2.230000000000000000e+06
2.070940000000000055e+03 7.059830000000000000e+05 2.291960000000000000e+10 5.083590000000000146e+03 4.985180000000000000e+06 2.223720000000000000e+06
2.102559999999999945e+03 7.059830000000000000e+05 2.310150000000000000e+10 5.080930000000000291e+03 4.979920000000000000e+06 2.217430000000000000e+06
2.134190000000000055e+03 7.059830000000000000e+05 2.328340000000000000e+10 5.078270000000000437e+03 4.974640000000000000e+06 2.211130000000000000e+06
2.165809999999999945e+03 7.059830000000000000e+05 2.346540000000000000e+10 5.075609999999999673e+03 4.969360000000000000e+06 2.204820000000000000e+06
2.197440000000000055e+03 7.059830000000000000e+05 2.364730000000000000e+10 5.072939999999999600e+03 4.964080000000000000e+06 2.198510000000000000e+06
2.229059999999999945e+03 7.059830000000000000e+05 2.382930000000000000e+10 5.070260000000000218e+03 4.958780000000000000e+06 2.192180000000000000e+06
2.260690000000000055e+03 7.059830000000000000e+05 2.401130000000000000e+10 5.067579999999999927e+03 4.953490000000000000e+06 2.185850000000000000e+06
2.292320000000000164e+03 7.059830000000000000e+05 2.419320000000000000e+10 5.064899999999999636e+03 4.948170000000000000e+06 2.179510000000000000e+06
2.323940000000000055e+03 7.059830000000000000e+05 2.437520000000000000e+10 5.062210000000000036e+03 4.942880000000000000e+06 2.173160000000000000e+06
2.355570000000000164e+03 7.059830000000000000e+05 2.455710000000000000e+10 5.059520000000000437e+03 4.937570000000000000e+06 2.166800000000000000e+06
2.387190000000000055e+03 7.059830000000000000e+05 2.473910000000000000e+10 5.056829999999999927e+03 4.932270000000000000e+06 2.160430000000000000e+06
2.418820000000000164e+03 7.059830000000000000e+05 2.492100000000000000e+10 5.054130000000000109e+03 4.926930000000000000e+06 2.154060000000000000e+06
2.450440000000000055e+03 7.059830000000000000e+05 2.510290000000000000e+10 5.051420000000000073e+03 4.921600000000000000e+06 2.147680000000000000e+06
2.482070000000000164e+03 7.059830000000000000e+05 2.528490000000000000e+10 5.048710000000000036e+03 4.916270000000000000e+06 2.141290000000000000e+06
2.513690000000000055e+03 7.059830000000000000e+05 2.546680000000000000e+10 5.046000000000000000e+03 4.910940000000000000e+06 2.134890000000000000e+06
2.545320000000000164e+03 7.059830000000000000e+05 2.564860000000000000e+10 5.043279999999999745e+03 4.905600000000000000e+06 2.128480000000000000e+06
2.576949999999999818e+03 7.059830000000000000e+05 2.583050000000000000e+10 5.040560000000000400e+03 4.900360000000000000e+06 2.122070000000000000e+06
2.608570000000000164e+03 7.059830000000000000e+05 2.601230000000000000e+10 5.037840000000000146e+03 4.894900000000000000e+06 2.115650000000000000e+06
2.640199999999999818e+03 7.059830000000000000e+05 2.619420000000000000e+10 5.035109999999999673e+03 4.889540000000000000e+06 2.109220000000000000e+06
2.671820000000000164e+03 7.059830000000000000e+05 2.637590000000000000e+10 5.032369999999999891e+03 4.884180000000000000e+06 2.102780000000000000e+06
2.703449999999999818e+03 7.059830000000000000e+05 2.655770000000000000e+10 5.029640000000000327e+03 4.878820000000000000e+06 2.096340000000000000e+06
2.735070000000000164e+03 7.059830000000000000e+05 2.673940000000000000e+10 5.026899999999999636e+03 4.873450000000000000e+06 2.089880000000000000e+06
2.766699999999999818e+03 7.059830000000000000e+05 2.692110000000000000e+10 5.024149999999999636e+03 4.868070000000000000e+06 2.083420000000000000e+06
2.766699999999999818e+03 7.059830000000000000e+05 2.692110000000000000e+10 5.024149999999999636e+03 4.868070000000000000e+06 2.083420000000000000e+06
